subject_id,group,group_size
sub-0051249,1,148
sub-0051293,3,197
sub-0051318,0,155
sub-29400,2,205
sub-0050027,0,155
sub-29735,0,155
sub-0050983,3,197
sub-29456,2,205
sub-0051292,3,197
sub-28873,2,205
sub-0050525,0,155
sub-29213,1,148
sub-0050008,2,205
sub-29540,1,148
sub-29553,0,155
sub-0051214,3,197
sub-29542,3,197
sub-0050289,2,205
sub-28838,1,148
sub-29477,1,148
sub-29797,1,148
sub-28679,3,197
sub-0050616,2,205
sub-0050119,0,155
sub-29064,0,155
sub-0050013,3,197
sub-28938,1,148
sub-0050287,1,148
sub-29285,2,205
sub-0050515,2,205
sub-29500,3,197
sub-0051015,0,155
sub-0051351,2,205
sub-29055,1,148
sub-0050689,0,155
sub-28972,1,148
sub-0050493,2,205
sub-28937,2,205
sub-0051007,3,197
sub-29434,2,205
sub-28691,2,205
sub-0050993,3,197
sub-0051162,0,155
sub-0050121,2,205
sub-30026,3,197
sub-0050187,2,205
sub-0050250,2,205
sub-29595,0,155
sub-0050532,2,205
sub-29497,0,155
sub-0050754,1,148
sub-0051583,2,205
sub-0050528,0,155
sub-0051170,3,197
sub-0050006,2,205
sub-29628,3,197
sub-29222,1,148
sub-28861,3,197
sub-28871,3,197
sub-0050152,3,197
sub-0050994,1,148
sub-29197,2,205
sub-0050131,0,155
sub-29115,1,148
sub-29677,1,148
sub-0050319,3,197
sub-0050324,1,148
sub-0050708,2,205
sub-29415,2,205
sub-28920,2,205
sub-0050694,3,197
sub-0051237,3,197
sub-0050320,0,155
sub-0051204,0,155
sub-0050485,2,205
sub-0050252,3,197
sub-28690,1,148
sub-0050025,0,155
sub-28908,1,148
sub-28887,3,197
sub-29515,0,155
sub-0050623,0,155
sub-0051241,2,205
sub-0051033,3,197
sub-29194,1,148
sub-29188,3,197
sub-0050272,2,205
sub-29389,1,148
sub-0050621,2,205
sub-28936,3,197
sub-0050803,3,197
sub-29516,2,205
sub-28935,3,197
sub-28810,0,155
sub-29482,1,148
sub-29561,0,155
sub-28718,3,197
sub-28677,3,197
sub-30021,1,148
sub-28924,1,148
sub-0050648,1,148
sub-29864,0,155
sub-0051206,2,205
sub-29344,2,205
sub-28930,2,205
sub-29274,3,197
sub-0050524,3,197
sub-29657,2,205
sub-29375,2,205
sub-29192,2,205
sub-29479,2,205
sub-0050696,0,155
sub-0050606,2,205
sub-0050124,1,148
sub-28897,1,148
sub-30148,3,197
sub-28789,0,155
sub-0051003,3,197
sub-0050987,2,205
sub-29416,1,148
sub-29624,1,148
sub-28962,3,197
sub-28675,3,197
sub-29196,1,148
sub-29212,0,155
sub-29796,2,205
sub-0051578,2,205
sub-28964,3,197
sub-0050604,1,148
sub-29105,3,197
sub-29603,2,205
sub-0050488,2,205
sub-0050284,2,205
sub-0050237,2,205
sub-0051023,3,197
sub-0050404,3,197
sub-0050697,3,197
sub-29398,3,197
sub-0051016,1,148
sub-0051329,3,197
sub-28869,3,197
sub-0051225,0,155
sub-28927,3,197
sub-28859,1,148
sub-0050012,1,148
sub-0050234,2,205
sub-29187,3,197
sub-0051208,3,197
sub-0050276,3,197
sub-29875,3,197
sub-0050397,2,205
sub-29200,0,155
sub-0050325,0,155
sub-29202,0,155
sub-0050497,0,155
sub-28695,0,155
sub-0050245,2,205
sub-0051009,0,155
sub-0051006,2,205
sub-0050406,1,148
sub-0051021,2,205
sub-0051323,3,197
sub-29873,3,197
sub-29060,3,197
sub-0051577,1,148
sub-28906,1,148
sub-0050982,3,197
sub-0050985,3,197
sub-29498,0,155
sub-30018,2,205
sub-28811,3,197
sub-0050962,2,205
sub-0050608,1,148
sub-29619,2,205
sub-0050477,3,197
sub-29221,0,155
sub-0050654,0,155
sub-0050149,2,205
sub-0050184,3,197
sub-28860,3,197
sub-29277,1,148
sub-0050612,3,197
sub-0050274,2,205
sub-29106,1,148
sub-28942,0,155
sub-0051221,2,205
sub-29885,3,197
sub-28952,2,205
sub-29376,0,155
sub-0051321,0,155
sub-0050236,1,148
sub-0050486,2,205
sub-0050251,2,205
sub-0050702,2,205
sub-0050752,2,205
sub-28694,1,148
sub-0051473,1,148
sub-0050490,3,197
sub-0050649,0,155
sub-29289,1,148
sub-0051177,1,148
sub-0050969,1,148
sub-29606,2,205
sub-29795,1,148
sub-29179,2,205
sub-0050989,2,205
sub-0050494,0,155
sub-0051236,0,155
sub-29662,0,155
sub-28840,3,197
sub-0050239,1,148
sub-0050290,2,205
sub-0050492,1,148
sub-29659,3,197
sub-29676,2,205
sub-29029,3,197
sub-0050015,3,197
sub-0051294,0,155
sub-0050144,2,205
sub-29731,0,155
sub-29866,0,155
sub-28896,2,205
sub-0050614,2,205
sub-29522,1,148
sub-28907,3,197
sub-0051319,0,155
sub-0051291,2,205
sub-0051220,3,197
sub-29392,1,148
sub-0050302,2,205
sub-0050757,3,197
sub-29107,3,197
sub-28901,1,148
sub-28875,3,197
sub-0051465,2,205
sub-0050755,2,205
sub-0051584,1,148
sub-29502,3,197
sub-28872,3,197
sub-29195,1,148
sub-29053,1,148
sub-29282,1,148
sub-0050693,1,148
sub-28995,2,205
sub-28987,2,205
sub-0050626,2,205
sub-28940,3,197
sub-28988,3,197
sub-0050798,2,205
sub-28688,1,148
sub-29207,0,155
sub-0050520,0,155
sub-0050958,1,148
sub-0051035,3,197
sub-29182,3,197
sub-0050183,0,155
sub-29678,3,197
sub-28879,3,197
sub-0050134,3,197
sub-29404,3,197
sub-0050143,3,197
sub-0050519,2,205
sub-0050972,3,197
sub-29629,1,148
sub-0050243,1,148
sub-0051024,2,205
sub-28966,3,197
sub-28876,1,148
sub-0050968,0,155
sub-29883,3,197
sub-28853,2,205
sub-28857,1,148
sub-29290,3,197
sub-29575,0,155
sub-0050966,0,155
sub-29633,3,197
sub-0051217,2,205
sub-0050240,1,148
sub-29191,3,197
sub-0050315,2,205
sub-0051215,2,205
sub-0050642,3,197
sub-0050016,1,148
sub-28997,2,205
sub-0051572,3,197
sub-29495,1,148
sub-29178,1,148
sub-29177,0,155
sub-0050619,2,205
sub-0051029,3,197
sub-0050298,0,155
sub-30028,1,148
sub-29112,3,197
sub-29510,0,155
sub-0050749,0,155
sub-0051168,0,155
sub-29800,2,205
sub-0050624,0,155
sub-28686,2,205
sub-0051224,0,155
sub-28884,3,197
sub-29223,3,197
sub-28899,3,197
sub-29613,0,155
sub-28696,2,205
sub-0050318,0,155
sub-28926,3,197
sub-0050188,3,197
sub-0050613,3,197
sub-0050499,2,205
sub-0050182,1,148
sub-29186,1,148
sub-30013,3,197
sub-0050523,0,155
sub-29867,1,148
sub-0050501,0,155
sub-28805,0,155
sub-29669,0,155
sub-0051020,0,155
sub-29041,2,205
sub-29511,1,148
sub-0050967,0,155
sub-0050294,1,148
sub-0051230,2,205
sub-0051163,0,155
sub-29623,0,155
sub-0050644,1,148
sub-29730,0,155
sub-29193,1,148
sub-29189,1,148
sub-28967,3,197
sub-29293,1,148
sub-0050007,2,205
sub-29220,3,197
sub-0051169,3,197
sub-29665,2,205
sub-29052,2,205
sub-29888,3,197
sub-0051354,2,205
sub-30017,0,155
sub-29288,2,205
sub-0050799,0,155
sub-29541,0,155
sub-29506,0,155
sub-0050957,2,205
sub-28831,3,197
sub-0051579,3,197
sub-28809,1,148
sub-29430,2,205
sub-0050255,0,155
sub-0050491,2,205
sub-29458,2,205
sub-28949,2,205
sub-29008,3,197
sub-29275,2,205
sub-0050622,0,155
sub-29114,2,205
sub-29116,1,148
sub-0051222,1,148
sub-0051322,3,197
sub-29070,3,197
sub-0051008,3,197
sub-28796,0,155
sub-30156,0,155
sub-0050132,2,205
sub-0050233,1,148
sub-29555,0,155
sub-29507,3,197
sub-29046,2,205
sub-29568,2,205
sub-29204,2,205
sub-0050146,1,148
sub-28820,3,197
sub-29286,2,205
sub-29509,3,197
sub-0050530,0,155
sub-0051001,2,205
sub-0051218,0,155
sub-29276,3,197
sub-0050275,3,197
sub-28676,0,155
sub-0051331,0,155
sub-28986,2,205
sub-29634,2,205
sub-29661,2,205
sub-29547,2,205
sub-28982,2,205
sub-28791,2,205
sub-28885,2,205
sub-0050410,3,197
sub-30001,1,148
sub-29104,1,148
sub-0051179,1,148
sub-28957,0,155
sub-28931,2,205
sub-28680,0,155
sub-0050961,3,197
sub-0051018,2,205
sub-0051300,0,155
sub-29732,1,148
sub-0051002,2,205
sub-29878,3,197
sub-28795,2,205
sub-29058,1,148
sub-0050504,1,148
sub-0050959,3,197
sub-29679,1,148
sub-0051027,1,148
sub-29185,1,148
sub-29198,3,197
sub-0050023,0,155
sub-0050127,2,205
sub-28903,0,155
sub-0050823,3,197
sub-0050487,3,197
sub-0050745,2,205
sub-0050956,1,148
sub-0050603,3,197
sub-29584,2,205
sub-28784,2,205
sub-0050514,1,148
sub-0050509,0,155
sub-0050482,0,155
sub-0050973,1,148
sub-29206,1,148
sub-0050711,0,155
sub-29113,1,148
sub-0051205,2,205
sub-0050407,2,205
sub-0050970,2,205
sub-29675,2,205
sub-0050190,2,205
sub-0051330,0,155
sub-29411,2,205
sub-0050695,2,205
sub-29544,3,197
sub-0050507,0,155
sub-0050995,2,205
sub-29205,0,155
sub-29210,2,205
sub-0050295,2,205
sub-28752,3,197
sub-0050189,3,197
sub-28808,1,148
sub-0050402,0,155
sub-0051000,0,155
sub-29184,1,148
sub-29284,0,155
sub-29199,3,197
sub-0050979,2,205
sub-29559,3,197
sub-29876,1,148
sub-0050964,3,197
sub-28684,3,197
sub-29057,1,148
sub-28685,3,197
sub-28909,0,155
sub-0050628,2,205
sub-0051574,2,205
sub-29671,2,205
sub-0051326,2,205
sub-0050005,0,155
sub-28799,0,155
sub-0050300,3,197
sub-28998,2,205
sub-28866,0,155
sub-0050705,2,205
sub-0050620,3,197
sub-0051297,2,205
sub-0050503,0,155
sub-0051010,3,197
sub-0051349,1,148
sub-0050321,3,197
sub-30010,0,155
sub-0050977,2,205
sub-29562,1,148
sub-29868,2,205
sub-29874,3,197
sub-0050700,3,197
sub-28939,3,197
sub-0051235,3,197
sub-0050147,1,148
sub-0050405,0,155
sub-0050022,3,197
sub-28968,3,197
sub-29201,1,148
sub-0050310,2,205
sub-29181,1,148
sub-0051028,1,148
sub-29224,3,197
sub-0050625,0,155
sub-0050293,0,155
sub-29408,2,205
sub-29798,0,155
sub-29572,2,205
sub-29668,1,148
sub-0050990,3,197
