subject_id,group,group_size
sub-28896,1,402
sub-0050614,1,402
sub-29522,0,303
sub-28907,1,402
sub-0051319,0,303
sub-0051291,1,402
sub-0051220,1,402
sub-29392,0,303
sub-0050302,1,402
sub-0050757,1,402
sub-29107,1,402
sub-28901,0,303
sub-28875,1,402
sub-0051465,1,402
sub-0050755,1,402
sub-0051584,0,303
sub-29502,1,402
sub-28872,1,402
sub-29195,0,303
sub-29053,0,303
sub-29282,0,303
sub-0050693,0,303
sub-28995,1,402
sub-28987,1,402
sub-0050626,1,402
sub-28940,1,402
sub-28988,1,402
sub-0050798,1,402
sub-28688,0,303
sub-29207,0,303
sub-0050520,0,303
sub-0050958,0,303
sub-0051035,1,402
sub-29182,1,402
sub-0050183,0,303
sub-29678,1,402
sub-28879,1,402
sub-0050134,1,402
sub-29404,1,402
sub-0050143,1,402
sub-0050519,1,402
sub-0050972,1,402
sub-29629,0,303
sub-0050243,0,303
sub-0051024,1,402
sub-28966,1,402
sub-28876,0,303
sub-0050968,0,303
sub-29883,1,402
sub-28853,1,402
sub-28857,0,303
sub-29290,1,402
sub-29575,0,303
sub-0050966,0,303
sub-29633,1,402
sub-0051217,1,402
sub-0050240,0,303
sub-29191,1,402
sub-0050315,1,402
sub-0051215,1,402
sub-0050642,1,402
sub-0050016,0,303
sub-28997,1,402
sub-0051572,1,402
sub-29495,0,303
sub-29178,0,303
sub-29177,0,303
sub-0050619,1,402
sub-0051029,1,402
sub-0050298,0,303
sub-30028,0,303
sub-29112,1,402
sub-29510,0,303
sub-0050749,0,303
sub-0051168,0,303
sub-29800,1,402
sub-0050624,0,303
sub-28686,1,402
sub-0051224,0,303
sub-28884,1,402
sub-29223,1,402
sub-28899,1,402
sub-29613,0,303
sub-28696,1,402
sub-0050318,0,303
sub-28926,1,402
sub-0050188,1,402
sub-0050613,1,402
sub-0050499,1,402
sub-0050182,0,303
sub-29186,0,303
sub-30013,1,402
sub-0050523,0,303
sub-29867,0,303
sub-0050501,0,303
sub-28805,0,303
sub-29669,0,303
sub-0051020,0,303
sub-29041,1,402
sub-29511,0,303
sub-0050967,0,303
sub-0050294,0,303
sub-0051230,1,402
sub-0051163,0,303
sub-29623,0,303
sub-0050644,0,303
sub-29730,0,303
sub-29193,0,303
sub-29189,0,303
sub-28967,1,402
sub-29293,0,303
sub-0050007,1,402
sub-29220,1,402
sub-0051169,1,402
sub-29665,1,402
sub-29052,1,402
sub-29888,1,402
sub-0051354,1,402
sub-30017,0,303
sub-29288,1,402
sub-0050799,0,303
sub-29541,0,303
sub-29506,0,303
sub-0050957,1,402
sub-28831,1,402
sub-0051579,1,402
sub-28809,0,303
sub-29430,1,402
sub-0050255,0,303
sub-0050491,1,402
sub-29458,1,402
sub-28949,1,402
sub-29008,1,402
sub-29275,1,402
sub-0050622,0,303
sub-29114,1,402
sub-29116,0,303
sub-0051222,0,303
sub-0051322,1,402
sub-29070,1,402
sub-0051008,1,402
sub-28796,0,303
sub-30156,0,303
sub-0050132,1,402
sub-0050233,0,303
sub-29555,0,303
sub-29507,1,402
sub-29046,1,402
sub-29568,1,402
sub-29204,1,402
sub-0050146,0,303
sub-28820,1,402
sub-29286,1,402
sub-29509,1,402
sub-0050530,0,303
sub-0051001,1,402
sub-0051218,0,303
sub-29276,1,402
sub-0050275,1,402
sub-28676,0,303
sub-0051331,0,303
sub-28986,1,402
sub-29634,1,402
sub-29661,1,402
sub-29547,1,402
sub-28982,1,402
sub-28791,1,402
sub-28885,1,402
sub-0050410,1,402
sub-30001,0,303
sub-29104,0,303
sub-0051179,0,303
sub-28957,0,303
sub-28931,1,402
sub-28680,0,303
sub-0050961,1,402
sub-0051018,1,402
sub-0051300,0,303
sub-29732,0,303
sub-0051002,1,402
sub-29878,1,402
sub-28795,1,402
sub-29058,0,303
sub-0050504,0,303
sub-0050959,1,402
sub-29679,0,303
sub-0051027,0,303
sub-29185,0,303
sub-29198,1,402
sub-0050023,0,303
sub-0050127,1,402
sub-28903,0,303
sub-0050823,1,402
sub-0050487,1,402
sub-0050745,1,402
sub-0050956,0,303
sub-0050603,1,402
sub-29584,1,402
sub-28784,1,402
sub-0050514,0,303
sub-0050509,0,303
sub-0050482,0,303
sub-0050973,0,303
sub-29206,0,303
sub-0050711,0,303
sub-29113,0,303
sub-0051205,1,402
sub-0050407,1,402
sub-0050970,1,402
sub-29675,1,402
sub-0050190,1,402
sub-0051330,0,303
sub-29411,1,402
sub-0050695,1,402
sub-29544,1,402
sub-0050507,0,303
sub-0050995,1,402
sub-29205,0,303
sub-29210,1,402
sub-0050295,1,402
sub-28752,1,402
sub-0050189,1,402
sub-28808,0,303
sub-0050402,0,303
sub-0051000,0,303
sub-29184,0,303
sub-29284,0,303
sub-29199,1,402
sub-0050979,1,402
sub-29559,1,402
sub-29876,0,303
sub-0050964,1,402
sub-28684,1,402
sub-29057,0,303
sub-28685,1,402
sub-28909,0,303
sub-0050628,1,402
sub-0051574,1,402
sub-29671,1,402
sub-0051326,1,402
sub-0050005,0,303
sub-28799,0,303
sub-0050300,1,402
sub-28998,1,402
sub-28866,0,303
sub-0050705,1,402
sub-0050620,1,402
sub-0051297,1,402
sub-0050503,0,303
sub-0051010,1,402
sub-0051349,0,303
sub-0050321,1,402
sub-30010,0,303
sub-0050977,1,402
sub-29562,0,303
sub-29868,1,402
sub-29874,1,402
sub-0050700,1,402
sub-28939,1,402
sub-0051235,1,402
sub-0050147,0,303
sub-0050405,0,303
sub-0050022,1,402
sub-28968,1,402
sub-29201,0,303
sub-0050310,1,402
sub-29181,0,303
sub-0051028,0,303
sub-29224,1,402
sub-0050625,0,303
sub-0050293,0,303
sub-29408,1,402
sub-29798,0,303
sub-29572,1,402
sub-29668,0,303
sub-0050990,1,402
