subject_id,group,group_size
sub-0050965,2,197
sub-28843,0,303
sub-29508,0,303
sub-29734,2,197
sub-0050992,1,205
sub-0051032,2,197
sub-0051012,2,197
sub-0050627,2,197
sub-0051464,1,205
sub-0050297,0,303
sub-28844,0,303
sub-0051585,1,205
sub-29409,0,303
sub-0050128,1,205
sub-0050756,0,303
sub-0050516,1,205
sub-29740,0,303
sub-29068,1,205
sub-0051580,0,303
sub-0050960,2,197
sub-29216,1,205
sub-29043,2,197
sub-29667,2,197
sub-29435,0,303
sub-28874,2,197
sub-29549,0,303
sub-29066,2,197
sub-0050024,0,303
sub-0050253,0,303
sub-29109,0,303
sub-0050413,0,303
sub-0050498,2,197
sub-0050529,0,303
sub-0050314,1,205
sub-0050279,1,205
sub-0050412,2,197
sub-29660,2,197
sub-0051606,1,205
sub-0050981,2,197
sub-29214,0,303
sub-28800,2,197
sub-29543,2,197
sub-0050014,2,197
sub-28855,1,205
sub-29211,0,303
sub-0050744,0,303
sub-0050602,2,197
sub-29027,1,205
sub-0051014,2,197
sub-0051302,0,303
sub-28787,0,303
sub-28898,2,197
sub-29872,0,303
sub-0050988,2,197
sub-29670,1,205
sub-0050502,2,197
sub-29539,1,205
sub-29031,1,205
sub-30016,1,205
sub-29882,1,205
sub-0050952,1,205
sub-28905,0,303
sub-29063,1,205
sub-0050020,0,303
sub-0050991,1,205
sub-0050480,2,197
sub-0050004,2,197
sub-28865,2,197
sub-0050976,2,197
sub-30011,0,303
sub-0050824,1,205
sub-28890,1,205
sub-0050978,2,197
sub-0051019,0,303
sub-0050647,1,205
sub-0051582,0,303
sub-0050690,2,197
sub-0050496,2,197
sub-0050411,1,205
sub-0050282,2,197
sub-0051248,0,303
sub-29610,2,197
sub-29385,1,205
sub-28807,1,205
sub-0050186,2,197
sub-28941,0,303
sub-0051249,0,303
sub-0051293,2,197
sub-0051318,0,303
sub-29400,1,205
sub-0050027,0,303
sub-29735,0,303
sub-0050983,2,197
sub-29456,1,205
sub-0051292,2,197
sub-28873,1,205
sub-0050525,0,303
sub-29213,0,303
sub-0050008,1,205
sub-29540,0,303
sub-29553,0,303
sub-0051214,2,197
sub-29542,2,197
sub-0050289,1,205
sub-28838,0,303
sub-29477,0,303
sub-29797,0,303
sub-28679,2,197
sub-0050616,1,205
sub-0050119,0,303
sub-29064,0,303
sub-0050013,2,197
sub-28938,0,303
sub-0050287,0,303
sub-29285,1,205
sub-0050515,1,205
sub-29500,2,197
sub-0051015,0,303
sub-0051351,1,205
sub-29055,0,303
sub-0050689,0,303
sub-28972,0,303
sub-0050493,1,205
sub-28937,1,205
sub-0051007,2,197
sub-29434,1,205
sub-28691,1,205
sub-0050993,2,197
sub-0051162,0,303
sub-0050121,1,205
sub-30026,2,197
sub-0050187,1,205
sub-0050250,1,205
sub-29595,0,303
sub-0050532,1,205
sub-29497,0,303
sub-0050754,0,303
sub-0051583,1,205
sub-0050528,0,303
sub-0051170,2,197
sub-0050006,1,205
sub-29628,2,197
sub-29222,0,303
sub-28861,2,197
sub-28871,2,197
sub-0050152,2,197
sub-0050994,0,303
sub-29197,1,205
sub-0050131,0,303
sub-29115,0,303
sub-29677,0,303
sub-0050319,2,197
sub-0050324,0,303
sub-0050708,1,205
sub-29415,1,205
sub-28920,1,205
sub-0050694,2,197
sub-0051237,2,197
sub-0050320,0,303
sub-0051204,0,303
sub-0050485,1,205
sub-0050252,2,197
sub-28690,0,303
sub-0050025,0,303
sub-28908,0,303
sub-28887,2,197
sub-29515,0,303
sub-0050623,0,303
sub-0051241,1,205
sub-0051033,2,197
sub-29194,0,303
sub-29188,2,197
sub-0050272,1,205
sub-29389,0,303
sub-0050621,1,205
sub-28936,2,197
sub-0050803,2,197
sub-29516,1,205
sub-28935,2,197
sub-28810,0,303
sub-29482,0,303
sub-29561,0,303
sub-28718,2,197
sub-28677,2,197
sub-30021,0,303
sub-28924,0,303
sub-0050648,0,303
sub-29864,0,303
sub-0051206,1,205
sub-29344,1,205
sub-28930,1,205
sub-29274,2,197
sub-0050524,2,197
sub-29657,1,205
sub-29375,1,205
sub-29192,1,205
sub-29479,1,205
sub-0050696,0,303
sub-0050606,1,205
sub-0050124,0,303
sub-28897,0,303
sub-30148,2,197
sub-28789,0,303
sub-0051003,2,197
sub-0050987,1,205
sub-29416,0,303
sub-29624,0,303
sub-28962,2,197
sub-28675,2,197
sub-29196,0,303
sub-29212,0,303
sub-29796,1,205
sub-0051578,1,205
sub-28964,2,197
sub-0050604,0,303
sub-29105,2,197
sub-29603,1,205
sub-0050488,1,205
sub-0050284,1,205
sub-0050237,1,205
sub-0051023,2,197
sub-0050404,2,197
sub-0050697,2,197
sub-29398,2,197
sub-0051016,0,303
sub-0051329,2,197
sub-28869,2,197
sub-0051225,0,303
sub-28927,2,197
sub-28859,0,303
sub-0050012,0,303
sub-0050234,1,205
sub-29187,2,197
sub-0051208,2,197
sub-0050276,2,197
sub-29875,2,197
sub-0050397,1,205
sub-29200,0,303
sub-0050325,0,303
sub-29202,0,303
sub-0050497,0,303
sub-28695,0,303
sub-0050245,1,205
sub-0051009,0,303
sub-0051006,1,205
sub-0050406,0,303
sub-0051021,1,205
sub-0051323,2,197
sub-29873,2,197
sub-29060,2,197
sub-0051577,0,303
sub-28906,0,303
sub-0050982,2,197
sub-0050985,2,197
sub-29498,0,303
sub-30018,1,205
sub-28811,2,197
sub-0050962,1,205
sub-0050608,0,303
sub-29619,1,205
sub-0050477,2,197
sub-29221,0,303
sub-0050654,0,303
sub-0050149,1,205
sub-0050184,2,197
sub-28860,2,197
sub-29277,0,303
sub-0050612,2,197
sub-0050274,1,205
sub-29106,0,303
sub-28942,0,303
sub-0051221,1,205
sub-29885,2,197
sub-28952,1,205
sub-29376,0,303
sub-0051321,0,303
sub-0050236,0,303
sub-0050486,1,205
sub-0050251,1,205
sub-0050702,1,205
sub-0050752,1,205
sub-28694,0,303
sub-0051473,0,303
sub-0050490,2,197
sub-0050649,0,303
sub-29289,0,303
sub-0051177,0,303
sub-0050969,0,303
sub-29606,1,205
sub-29795,0,303
sub-29179,1,205
sub-0050989,1,205
sub-0050494,0,303
sub-0051236,0,303
sub-29662,0,303
sub-28840,2,197
sub-0050239,0,303
sub-0050290,1,205
sub-0050492,0,303
sub-29659,2,197
sub-29676,1,205
sub-29029,2,197
sub-0050015,2,197
sub-0051294,0,303
sub-0050144,1,205
sub-29731,0,303
sub-29866,0,303
sub-28896,1,205
sub-0050614,1,205
sub-29522,0,303
sub-28907,2,197
sub-0051319,0,303
sub-0051291,1,205
sub-0051220,2,197
sub-29392,0,303
sub-0050302,1,205
sub-0050757,2,197
sub-29107,2,197
sub-28901,0,303
sub-28875,2,197
sub-0051465,1,205
sub-0050755,1,205
sub-0051584,0,303
sub-29502,2,197
sub-28872,2,197
sub-29195,0,303
sub-29053,0,303
sub-29282,0,303
sub-0050693,0,303
sub-28995,1,205
sub-28987,1,205
sub-0050626,1,205
sub-28940,2,197
sub-28988,2,197
sub-0050798,1,205
sub-28688,0,303
sub-29207,0,303
sub-0050520,0,303
sub-0050958,0,303
sub-0051035,2,197
sub-29182,2,197
sub-0050183,0,303
sub-29678,2,197
sub-28879,2,197
sub-0050134,2,197
sub-29404,2,197
sub-0050143,2,197
sub-0050519,1,205
sub-0050972,2,197
sub-29629,0,303
sub-0050243,0,303
sub-0051024,1,205
sub-28966,2,197
sub-28876,0,303
sub-0050968,0,303
sub-29883,2,197
sub-28853,1,205
sub-28857,0,303
sub-29290,2,197
sub-29575,0,303
sub-0050966,0,303
sub-29633,2,197
sub-0051217,1,205
sub-0050240,0,303
sub-29191,2,197
sub-0050315,1,205
sub-0051215,1,205
sub-0050642,2,197
sub-0050016,0,303
sub-28997,1,205
sub-0051572,2,197
sub-29495,0,303
sub-29178,0,303
sub-29177,0,303
sub-0050619,1,205
sub-0051029,2,197
sub-0050298,0,303
sub-30028,0,303
sub-29112,2,197
sub-29510,0,303
sub-0050749,0,303
sub-0051168,0,303
sub-29800,1,205
sub-0050624,0,303
sub-28686,1,205
sub-0051224,0,303
sub-28884,2,197
sub-29223,2,197
sub-28899,2,197
sub-29613,0,303
sub-28696,1,205
sub-0050318,0,303
sub-28926,2,197
sub-0050188,2,197
sub-0050613,2,197
sub-0050499,1,205
sub-0050182,0,303
sub-29186,0,303
sub-30013,2,197
sub-0050523,0,303
sub-29867,0,303
sub-0050501,0,303
sub-28805,0,303
sub-29669,0,303
sub-0051020,0,303
sub-29041,1,205
sub-29511,0,303
sub-0050967,0,303
sub-0050294,0,303
sub-0051230,1,205
sub-0051163,0,303
sub-29623,0,303
sub-0050644,0,303
sub-29730,0,303
sub-29193,0,303
sub-29189,0,303
sub-28967,2,197
sub-29293,0,303
sub-0050007,1,205
sub-29220,2,197
sub-0051169,2,197
sub-29665,1,205
sub-29052,1,205
sub-29888,2,197
sub-0051354,1,205
sub-30017,0,303
sub-29288,1,205
sub-0050799,0,303
sub-29541,0,303
sub-29506,0,303
sub-0050957,1,205
sub-28831,2,197
sub-0051579,2,197
sub-28809,0,303
sub-29430,1,205
sub-0050255,0,303
sub-0050491,1,205
sub-29458,1,205
sub-28949,1,205
sub-29008,2,197
sub-29275,1,205
sub-0050622,0,303
sub-29114,1,205
sub-29116,0,303
sub-0051222,0,303
sub-0051322,2,197
sub-29070,2,197
sub-0051008,2,197
sub-28796,0,303
sub-30156,0,303
sub-0050132,1,205
sub-0050233,0,303
sub-29555,0,303
sub-29507,2,197
sub-29046,1,205
sub-29568,1,205
sub-29204,1,205
sub-0050146,0,303
sub-28820,2,197
sub-29286,1,205
sub-29509,2,197
sub-0050530,0,303
sub-0051001,1,205
sub-0051218,0,303
sub-29276,2,197
sub-0050275,2,197
sub-28676,0,303
sub-0051331,0,303
sub-28986,1,205
sub-29634,1,205
sub-29661,1,205
sub-29547,1,205
sub-28982,1,205
sub-28791,1,205
sub-28885,1,205
sub-0050410,2,197
sub-30001,0,303
sub-29104,0,303
sub-0051179,0,303
sub-28957,0,303
sub-28931,1,205
sub-28680,0,303
sub-0050961,2,197
sub-0051018,1,205
sub-0051300,0,303
sub-29732,0,303
sub-0051002,1,205
sub-29878,2,197
sub-28795,1,205
sub-29058,0,303
sub-0050504,0,303
sub-0050959,2,197
sub-29679,0,303
sub-0051027,0,303
sub-29185,0,303
sub-29198,2,197
sub-0050023,0,303
sub-0050127,1,205
sub-28903,0,303
sub-0050823,2,197
sub-0050487,2,197
sub-0050745,1,205
sub-0050956,0,303
sub-0050603,2,197
sub-29584,1,205
sub-28784,1,205
sub-0050514,0,303
sub-0050509,0,303
sub-0050482,0,303
sub-0050973,0,303
sub-29206,0,303
sub-0050711,0,303
sub-29113,0,303
sub-0051205,1,205
sub-0050407,1,205
sub-0050970,1,205
sub-29675,1,205
sub-0050190,1,205
sub-0051330,0,303
sub-29411,1,205
sub-0050695,1,205
sub-29544,2,197
sub-0050507,0,303
sub-0050995,1,205
sub-29205,0,303
sub-29210,1,205
sub-0050295,1,205
sub-28752,2,197
sub-0050189,2,197
sub-28808,0,303
sub-0050402,0,303
sub-0051000,0,303
sub-29184,0,303
sub-29284,0,303
sub-29199,2,197
sub-0050979,1,205
sub-29559,2,197
sub-29876,0,303
sub-0050964,2,197
sub-28684,2,197
sub-29057,0,303
sub-28685,2,197
sub-28909,0,303
sub-0050628,1,205
sub-0051574,1,205
sub-29671,1,205
sub-0051326,1,205
sub-0050005,0,303
sub-28799,0,303
sub-0050300,2,197
sub-28998,1,205
sub-28866,0,303
sub-0050705,1,205
sub-0050620,2,197
sub-0051297,1,205
sub-0050503,0,303
sub-0051010,2,197
sub-0051349,0,303
sub-0050321,2,197
sub-30010,0,303
sub-0050977,1,205
sub-29562,0,303
sub-29868,1,205
sub-29874,2,197
sub-0050700,2,197
sub-28939,2,197
sub-0051235,2,197
sub-0050147,0,303
sub-0050405,0,303
sub-0050022,2,197
sub-28968,2,197
sub-29201,0,303
sub-0050310,1,205
sub-29181,0,303
sub-0051028,0,303
sub-29224,2,197
sub-0050625,0,303
sub-0050293,0,303
sub-29408,1,205
sub-29798,0,303
sub-29572,1,205
sub-29668,0,303
sub-0050990,2,197
