subject_id,group,group_size
sub-0050616,4,147
sub-0050119,0,155
sub-29064,0,155
sub-0050013,5,65
sub-28938,1,83
sub-0050287,1,83
sub-29285,3,58
sub-0050515,4,147
sub-29500,7,93
sub-0051015,0,155
sub-0051351,4,147
sub-29055,2,65
sub-0050689,0,155
sub-28972,2,65
sub-0050493,4,147
sub-28937,4,147
sub-0051007,7,93
sub-29434,3,58
sub-28691,3,58
sub-0050993,6,39
sub-0051162,0,155
sub-0050121,4,147
sub-30026,5,65
sub-0050187,4,147
sub-0050250,4,147
sub-29595,0,155
sub-0050532,4,147
sub-29497,0,155
sub-0050754,1,83
sub-0051583,4,147
sub-0050528,0,155
sub-0051170,5,65
sub-0050006,4,147
sub-29628,7,93
sub-29222,2,65
sub-28861,6,39
sub-28871,7,93
sub-0050152,6,39
sub-0050994,1,83
sub-29197,3,58
sub-0050131,0,155
sub-29115,1,83
sub-29677,2,65
sub-0050319,5,65
sub-0050324,1,83
sub-0050708,4,147
sub-29415,4,147
sub-28920,4,147
sub-0050694,5,65
sub-0051237,6,39
sub-0050320,0,155
sub-0051204,0,155
sub-0050485,3,58
sub-0050252,7,93
sub-28690,2,65
sub-0050025,0,155
sub-28908,1,83
sub-28887,7,93
sub-29515,0,155
sub-0050623,0,155
sub-0051241,4,147
sub-0051033,7,93
sub-29194,2,65
sub-29188,6,39
sub-0050272,4,147
sub-29389,2,65
sub-0050621,3,58
sub-28936,5,65
sub-0050803,7,93
sub-29516,4,147
sub-28935,6,39
sub-28810,0,155
sub-29482,1,83
sub-29561,0,155
sub-28718,5,65
sub-28677,7,93
sub-30021,2,65
sub-28924,1,83
sub-0050648,1,83
sub-29864,0,155
sub-0051206,4,147
sub-29344,3,58
sub-28930,4,147
sub-29274,7,93
sub-0050524,7,93
sub-29657,4,147
sub-29375,3,58
sub-29192,4,147
sub-29479,3,58
sub-0050696,0,155
sub-0050606,3,58
sub-0050124,1,83
sub-28897,1,83
sub-30148,5,65
sub-28789,0,155
sub-0051003,7,93
sub-0050987,4,147
sub-29416,2,65
sub-29624,1,83
sub-28962,7,93
sub-28675,6,39
sub-29196,2,65
sub-29212,0,155
sub-29796,4,147
sub-0051578,3,58
sub-28964,5,65
sub-0050604,1,83
sub-29105,6,39
sub-29603,4,147
sub-0050488,4,147
sub-0050284,3,58
sub-0050237,4,147
sub-0051023,5,65
sub-0050404,7,93
sub-0050697,7,93
sub-29398,7,93
sub-0051016,1,83
sub-0051329,5,65
sub-28869,5,65
sub-0051225,0,155
sub-28927,7,93
sub-28859,1,83
sub-0050012,2,65
sub-0050234,4,147
sub-29187,7,93
sub-0051208,7,93
sub-0050276,7,93
sub-29875,5,65
sub-0050397,4,147
sub-29200,0,155
sub-0050325,0,155
sub-29202,0,155
sub-0050497,0,155
sub-28695,0,155
sub-0050245,4,147
sub-0051009,0,155
sub-0051006,4,147
sub-0050406,2,65
sub-0051021,4,147
sub-0051323,7,93
sub-29873,7,93
sub-29060,6,39
sub-0051577,2,65
sub-28906,1,83
sub-0050982,5,65
sub-0050985,5,65
sub-29498,0,155
sub-30018,4,147
sub-28811,7,93
sub-0050962,4,147
sub-0050608,1,83
sub-29619,3,58
sub-0050477,7,93
sub-29221,0,155
sub-0050654,0,155
sub-0050149,3,58
sub-0050184,5,65
sub-28860,5,65
sub-29277,1,83
sub-0050612,6,39
sub-0050274,4,147
sub-29106,2,65
sub-28942,0,155
sub-0051221,4,147
sub-29885,5,65
sub-28952,4,147
sub-29376,0,155
sub-0051321,0,155
sub-0050236,1,83
sub-0050486,4,147
sub-0050251,4,147
sub-0050702,4,147
sub-0050752,3,58
sub-28694,1,83
sub-0051473,2,65
sub-0050490,7,93
sub-0050649,0,155
sub-29289,1,83
sub-0051177,2,65
sub-0050969,1,83
sub-29606,4,147
sub-29795,2,65
sub-29179,4,147
sub-0050989,4,147
sub-0050494,0,155
sub-0051236,0,155
sub-29662,0,155
sub-28840,5,65
sub-0050239,1,83
sub-0050290,3,58
sub-0050492,1,83
sub-29659,7,93
sub-29676,4,147
sub-29029,7,93
sub-0050015,7,93
sub-0051294,0,155
sub-0050144,4,147
sub-29731,0,155
sub-29866,0,155
sub-28896,4,147
sub-0050614,4,147
sub-29522,1,83
sub-28907,5,65
sub-0051319,0,155
sub-0051291,4,147
sub-0051220,7,93
sub-29392,1,83
sub-0050302,4,147
sub-0050757,5,65
sub-29107,5,65
sub-28901,1,83
sub-28875,5,65
sub-0051465,3,58
sub-0050755,4,147
sub-0051584,2,65
sub-29502,7,93
sub-28872,6,39
sub-29195,1,83
sub-29053,1,83
sub-29282,1,83
sub-0050693,2,65
sub-28995,3,58
sub-28987,4,147
sub-0050626,4,147
sub-28940,5,65
sub-28988,6,39
sub-0050798,3,58
sub-28688,1,83
sub-29207,0,155
sub-0050520,0,155
sub-0050958,1,83
sub-0051035,5,65
sub-29182,5,65
sub-0050183,0,155
sub-29678,7,93
sub-28879,7,93
sub-0050134,6,39
sub-29404,7,93
sub-0050143,5,65
sub-0050519,4,147
sub-0050972,5,65
sub-29629,1,83
sub-0050243,2,65
sub-0051024,4,147
sub-28966,5,65
sub-28876,1,83
sub-0050968,0,155
sub-29883,5,65
sub-28853,3,58
sub-28857,2,65
sub-29290,7,93
sub-29575,0,155
sub-0050966,0,155
sub-29633,5,65
sub-0051217,4,147
sub-0050240,2,65
sub-29191,7,93
sub-0050315,4,147
sub-0051215,4,147
sub-0050642,7,93
sub-0050016,1,83
sub-28997,3,58
sub-0051572,7,93
sub-29495,2,65
sub-29178,2,65
sub-29177,0,155
sub-0050619,4,147
sub-0051029,5,65
sub-0050298,0,155
sub-30028,1,83
sub-29112,5,65
sub-29510,0,155
sub-0050749,0,155
sub-0051168,0,155
sub-29800,4,147
sub-0050624,0,155
sub-28686,4,147
sub-0051224,0,155
sub-28884,6,39
sub-29223,7,93
sub-28899,7,93
sub-29613,0,155
sub-28696,4,147
sub-0050318,0,155
sub-28926,6,39
sub-0050188,6,39
sub-0050613,5,65
sub-0050499,4,147
sub-0050182,1,83
sub-29186,2,65
sub-30013,6,39
sub-0050523,0,155
sub-29867,1,83
sub-0050501,0,155
sub-28805,0,155
sub-29669,0,155
sub-0051020,0,155
sub-29041,4,147
sub-29511,1,83
sub-0050967,0,155
sub-0050294,2,65
sub-0051230,4,147
sub-0051163,0,155
sub-29623,0,155
sub-0050644,2,65
sub-29730,0,155
sub-29193,2,65
sub-29189,2,65
sub-28967,6,39
sub-29293,1,83
sub-0050007,3,58
sub-29220,6,39
sub-0051169,5,65
sub-29665,4,147
sub-29052,4,147
sub-29888,7,93
sub-0051354,4,147
sub-30017,0,155
sub-29288,4,147
sub-0050799,0,155
sub-29541,0,155
sub-29506,0,155
sub-0050957,3,58
sub-28831,7,93
sub-0051579,5,65
sub-28809,1,83
sub-29430,4,147
sub-0050255,0,155
sub-0050491,3,58
sub-29458,4,147
sub-28949,4,147
sub-29008,7,93
sub-29275,3,58
sub-0050622,0,155
sub-29114,4,147
sub-29116,2,65
sub-0051222,2,65
sub-0051322,7,93
sub-29070,6,39
sub-0051008,7,93
sub-28796,0,155
sub-30156,0,155
sub-0050132,4,147
sub-0050233,1,83
sub-29555,0,155
sub-29507,7,93
sub-29046,4,147
sub-29568,3,58
sub-29204,3,58
sub-0050146,1,83
sub-28820,7,93
sub-29286,3,58
sub-29509,6,39
sub-0050530,0,155
sub-0051001,4,147
sub-0051218,0,155
sub-29276,7,93
sub-0050275,7,93
sub-28676,0,155
sub-0051331,0,155
sub-28986,4,147
sub-29634,4,147
sub-29661,4,147
sub-29547,3,58
sub-28982,4,147
sub-28791,4,147
sub-28885,3,58
sub-0050410,7,93
sub-30001,2,65
sub-29104,2,65
sub-0051179,1,83
sub-28957,0,155
sub-28931,4,147
sub-28680,0,155
sub-0050961,6,39
sub-0051018,4,147
sub-0051300,0,155
sub-29732,1,83
sub-0051002,4,147
sub-29878,7,93
sub-28795,4,147
sub-29058,1,83
sub-0050504,2,65
sub-0050959,7,93
sub-29679,2,65
sub-0051027,1,83
sub-29185,2,65
sub-29198,6,39
sub-0050023,0,155
sub-0050127,4,147
sub-28903,0,155
sub-0050823,7,93
sub-0050487,6,39
sub-0050745,4,147
sub-0050956,2,65
sub-0050603,5,65
sub-29584,3,58
sub-28784,3,58
sub-0050514,2,65
sub-0050509,0,155
sub-0050482,0,155
sub-0050973,1,83
sub-29206,2,65
sub-0050711,0,155
sub-29113,1,83
sub-0051205,3,58
sub-0050407,4,147
sub-0050970,3,58
sub-29675,3,58
sub-0050190,4,147
sub-0051330,0,155
sub-29411,3,58
sub-0050695,4,147
sub-29544,6,39
sub-0050507,0,155
sub-0050995,4,147
sub-29205,0,155
sub-29210,4,147
sub-0050295,3,58
sub-28752,5,65
sub-0050189,5,65
sub-28808,1,83
sub-0050402,0,155
sub-0051000,0,155
sub-29184,2,65
sub-29284,0,155
sub-29199,7,93
sub-0050979,4,147
sub-29559,5,65
sub-29876,1,83
sub-0050964,6,39
sub-28684,6,39
sub-29057,1,83
sub-28685,7,93
sub-28909,0,155
sub-0050628,3,58
sub-0051574,4,147
sub-29671,4,147
sub-0051326,4,147
sub-0050005,0,155
sub-28799,0,155
sub-0050300,7,93
sub-28998,4,147
sub-28866,0,155
sub-0050705,3,58
sub-0050620,6,39
sub-0051297,4,147
sub-0050503,0,155
sub-0051010,6,39
sub-0051349,2,65
sub-0050321,7,93
sub-30010,0,155
sub-0050977,4,147
sub-29562,1,83
sub-29868,3,58
sub-29874,5,65
sub-0050700,7,93
sub-28939,5,65
sub-0051235,7,93
sub-0050147,2,65
sub-0050405,0,155
sub-0050022,6,39
sub-28968,5,65
sub-29201,1,83
sub-0050310,4,147
sub-29181,2,65
sub-0051028,1,83
sub-29224,7,93
sub-0050625,0,155
sub-0050293,0,155
sub-29408,3,58
sub-29798,0,155
sub-29572,3,58
sub-29668,2,65
sub-0050990,7,93
